0,ID,Season,Home,Away,TossWin,TossDec,Venue,Winner
704,2018_60,2018,SRH,CSK,Away,field,Wankhede Stadium,Away
705,2019_1,2019,CSK,RCB,Home,field,MA Chidambaram Stadium,Home
706,2019_2,2019,KKR,SRH,Home,field,Eden Gardens,Home
707,2019_3,2019,MI,DD,Home,field,Wankhede Stadium,Away
708,2019_4,2019,RR,KXIP,Home,field,Sawai Mansingh Stadium,Away
709,2019_5,2019,DD,CSK,Home,bat,Arun Jaitley Stadium,Away
710,2019_6,2019,KKR,KXIP,Away,field,Eden Gardens,Home
711,2019_7,2019,RCB,MI,Home,field,M.Chinnaswamy Stadium,Away
712,2019_8,2019,SRH,RR,Away,bat,Rajiv Gandhi International Stadium,Home
713,2019_9,2019,KXIP,MI,Home,field,Punjab Cricket Association IS Bindra Stadium,Home
714,2019_10,2019,DD,KKR,Home,field,Arun Jaitley Stadium,Home
715,2019_11,2019,SRH,RCB,Away,field,Rajiv Gandhi International Stadium,Home
716,2019_12,2019,CSK,RR,Away,field,MA Chidambaram Stadium,Home
717,2019_13,2019,KXIP,DD,Away,field,Punjab Cricket Association IS Bindra Stadium,Home
718,2019_14,2019,RR,RCB,Home,field,Sawai Mansingh Stadium,Home
719,2019_15,2019,MI,CSK,Away,field,Wankhede Stadium,Home
720,2019_16,2019,DD,SRH,Away,field,Arun Jaitley Stadium,Away
721,2019_17,2019,RCB,KKR,Away,field,M.Chinnaswamy Stadium,Away
722,2019_18,2019,CSK,KXIP,Home,bat,MA Chidambaram Stadium,Home
723,2019_19,2019,SRH,MI,Home,field,Rajiv Gandhi International Stadium,Away
724,2019_20,2019,RCB,DD,Away,field,M.Chinnaswamy Stadium,Away
725,2019_21,2019,RR,KKR,Away,field,Sawai Mansingh Stadium,Away
726,2019_22,2019,KXIP,SRH,Home,field,Punjab Cricket Association IS Bindra Stadium,Home
727,2019_23,2019,CSK,KKR,Home,field,MA Chidambaram Stadium,Home
728,2019_24,2019,MI,KXIP,Home,field,Wankhede Stadium,Home
729,2019_25,2019,RR,CSK,Away,field,Sawai Mansingh Stadium,Away
730,2019_26,2019,KKR,DD,Away,field,Eden Gardens,Away
731,2019_27,2019,MI,RR,Away,field,Wankhede Stadium,Away
732,2019_28,2019,KXIP,RCB,Away,field,Punjab Cricket Association IS Bindra Stadium,Away
733,2019_29,2019,KKR,CSK,Away,field,Eden Gardens,Away
734,2019_30,2019,SRH,DD,Home,field,Rajiv Gandhi International Stadium,Away
735,2019_31,2019,MI,RCB,Home,field,Wankhede Stadium,Home
736,2019_32,2019,KXIP,RR,Away,field,Punjab Cricket Association IS Bindra Stadium,Home
737,2019_33,2019,SRH,CSK,Away,bat,Rajiv Gandhi International Stadium,Home
738,2019_34,2019,DD,MI,Away,bat,Arun Jaitley Stadium,Away
739,2019_35,2019,KKR,RCB,Home,field,Eden Gardens,Away
740,2019_36,2019,RR,MI,Home,field,Sawai Mansingh Stadium,Home
741,2019_37,2019,DD,KXIP,Home,field,Arun Jaitley Stadium,Home
742,2019_38,2019,SRH,KKR,Home,field,Rajiv Gandhi International Stadium,Home
743,2019_39,2019,RCB,CSK,Away,field,M.Chinnaswamy Stadium,Home
744,2019_40,2019,RR,DD,Away,field,Sawai Mansingh Stadium,Away
745,2019_41,2019,CSK,SRH,Home,field,MA Chidambaram Stadium,Home
746,2019_42,2019,RCB,KXIP,Away,field,M.Chinnaswamy Stadium,Home
747,2019_43,2019,KKR,RR,Away,field,Eden Gardens,Away
748,2019_44,2019,CSK,MI,Home,field,MA Chidambaram Stadium,Away
749,2019_45,2019,RR,SRH,Home,field,Sawai Mansingh Stadium,Home
750,2019_46,2019,DD,RCB,Home,bat,Arun Jaitley Stadium,Home
751,2019_47,2019,KKR,MI,Away,field,Eden Gardens,Home
752,2019_48,2019,SRH,KXIP,Away,field,Rajiv Gandhi International Stadium,Home
753,2019_49,2019,RCB,RR,Away,field,M.Chinnaswamy Stadium,Tie
754,2019_50,2019,CSK,DD,Away,field,MA Chidambaram Stadium,Home
755,2019_51,2019,MI,SRH,Home,bat,Wankhede Stadium,Home
756,2019_52,2019,KXIP,KKR,Away,field,Punjab Cricket Association IS Bindra Stadium,Away
757,2019_53,2019,DD,RR,Away,bat,Arun Jaitley Stadium,Home
758,2019_54,2019,RCB,SRH,Home,field,M.Chinnaswamy Stadium,Home
759,2019_55,2019,KXIP,CSK,Home,field,Punjab Cricket Association IS Bindra Stadium,Home
760,2019_56,2019,MI,KKR,Home,field,Wankhede Stadium,Home
761,2019_57,2019,CSK,MI,Home,bat,MA Chidambaram Stadium,Away
762,2019_58,2019,SRH,DD,Away,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Away
763,2019_59,2019,DD,CSK,Away,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Away
764,2019_60,2019,MI,CSK,Home,bat,Rajiv Gandhi International Stadium,Home
